parameters 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1
1 A V A A A A O X X V X X V O
2 O X X O A A V O O V O O V
3 V A X X A V V A A X A X
4 A V X A V A O V V X O
5 V V V O A A O V A V
6 A V V A X A O X X
7 A V X V A V O V
8 A X A V A A O
9 O X O O A A
10 V V X V V
11 A X V X
12 A V V
13 A V
14 V
15
