parameters 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1
1 O V O V V O V V V V O V V V
2 A A V A A A A A A A O V V
3 A O A A O O A O O A O O
4 A O A A O A A O O A O
5 O O V A A O O O A A
6 V O V A V V V V V
7 A A V A A V A V
8 O O A A A O A
9 O O A A O O
10 V O O A A
11 V O O A
12 V V V
13 A O
14 O
15
